from_state,to_state
00001000000001011100001000111100111111100,10000001000010011111110100111110111111110
10000001000010011111110100111110111111110,11000001000000011110001100011110111111111
11000001000000011110001100011110111111111,01010000000000011100010110111111111111110
01010000000000011100010110111111111111110,11000001000000011111100110111100111111110
11000001000000011111100110111100111111110,10000001000000011110000110011110111111110
10000001000000011110000110011110111111110,01000000000000011100001100111110111111110
01000000000000011100001100111110111111110,11000001000000011111110110111110111111110
11000001000000011111110110111110111111110,11000001000000011110000110011110111111110
11000001000000011110000110011110111111110,01000000000000011100000110111110111111110
01000000000000011100000110111110111111110,11000001000000011111100110111110111111110
11000001000000011111100110111110111111110,11000001000000011110000110011110111111110
01010001000111101010101100001110110010101,01011000100000011101010110010011111101101
01011000100000011101010110010011111101101,01010010000010001101000110111101011110110
01010010000010001101000110111101011110110,10000001010100011111000011111100111111100
10000001010100011111000011111100111111100,10000001100010111100000100111110111111110
10000001100010111100000100111110111111110,11001001010101011110101100111110111111111
11001001010101011110101100111110111111111,11010000100000111110110110011111111111110
11010000100000111110110110011111111111110,01001000000000011100000110011100111111110
01001000000000011100000110011100111111110,00000000000000011101000110111110111111110
00000000000000011101000110111110111111110,11000001000000011111001100111110111111110
11000001000000011111001100111110111111110,11000001000000011110010110111110111111110
11000001000000011110010110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
01111011111011011010101011000011011111011,01010000000000111101010010000001111111110
01010000000000111101010010000001111111110,00001000000000011101000110111100111111110
00001000000000011101000110111100111111110,10000001000000011111001100111110111111110
10000001000000011111001100111110111111110,11000001000000011110011100111110111111110
11000001000000011110011100111110111111110,11000001000000011110110110111110111111111
11000001000000011110110110111110111111111,11010000000000011110100110011111111111110
11010000000000011110100110011111111111110,01000000000000011100000110011100111111110
01000000000000011100000110011100111111110,00000000000000011101000110111110111111110
00000000000000011101000110111110111111110,11000001000000011111001100111110111111110
11000001000000011111001100111110111111110,11000001000000011110010110111110111111110
11000001000000011110010110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
01011001000100111110000000001001011111000,00001000100010011101000010101100111111111
00001000100010011101000010101100111111111,10010110010101011110000110111111111111110
10010110010101011110000110111111111111110,11000000100000111110101101111100111111110
11000000100000111110101101111100111111110,10001001000000011100110110011110111111111
10001001000000011100110110011110111111111,01010100000000011100001110011111111111110
01010100000000011100001110011111111111110,01000000000000011101010110111100111111110
01000000000000011101010110111100111111110,10000001000000011111000110111110111111110
10000001000000011111000110111110111111110,11000001000000011110001100111110111111110
11000001000000011110001100111110111111110,11000001000000011110110110111110111111110
11000001000000011110110110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
10011111011000111011001010011010011110001,01011100000010111100010010100001111111100
01011100000010111100010010100001111111100,10001000010110011111100110111100111111110
10001000010110011111100110111100111111110,10000001100000111110001100011110111111110
10000001100000111110001100011110111111110,01001000000000011100011100111110111111111
01001000000000011100011100111110111111111,11010010000000011111110110111111111111111
11010010000000011111110110111111111111111,11010010000000011110000111011101111111110
11010010000000011110000111011101111111110,00000000000000011100000111111100111111110
00000000000000011100000111111100111111110,10000001000000011101101100111110111111110
10000001000000011101101100111110111111110,11000001000000011110011100011110111111110
11000001000000011110011100011110111111110,01000000000000011100010110111110111111111
01000000000000011100010110111110111111111,11010010000000011111100110111111111111110
11010010000000011111100110111111111111110,11000001000000011110000111011100111111110
11000001000000011110000111011100111111110,00000000000000011100000110111110111111110
00000000000000011100000110111110111111110,11000001000000011111101100111110111111110
11000001000000011111101100111110111111110,11000001000000011110010110011110111111110
11000001000000011110010110011110111111110,01000000000000011100000110111110111111110
01000000000000011100000110111110111111110,11000001000000011111100110111110111111110
11000001000000011111100110111110111111110,11000001000000011110000110011110111111110
11000001000000011110000110011110111111110,01000000000000011100000110111110111111110
11011111000001101100000010011111010001101,01011000000000001100000010111101011100010
01011000000000001100000010111101011100010,10000001000000001111100010101100011110100
10000001000000001111100010101100011110100,10000001000000011110000000011110111111100
10000001000000011110000000011110111111100,01000000000010011100000100111110111111110
01000000000010011100000100111110111111110,11000001010100011111100110111110111111110
11000001010100011111100110111110111111110,11000001100000111110000110011110111111110
11000001100000111110000110011110111111110,01001000000000011100000110111110111111110
01001000000000011100000110111110111111110,11000001000000011111100110111110111111110
11000001000000011111100110111110111111110,11000001000000011110000110011110111111110
11000001000000011110000110011110111111110,01000000000000011100000110111110111111110
01000000000000011100000110111110111111110,11000001000000011111100110111110111111110
11110101011101001011000010110011010110000,11000000100010111100000010100000111101100
11000000100010111100000010100000111101100,10001001010110001110100110111100011110110
10001001010110001110100110111100011110110,10000001100000111110101000011110111111100
10000001100000111110101000011110111111100,01001000000010011100010100011110111111111
01001000000010011100010100011110111111111,01010010010100011101000110111111111111111
01010010010100011101000110111111111111111,11010000101000111111000111111101111111110
11010000101000111111000111111101111111110,10001001000000011100000110111100111111110
10001001000000011100000110111100111111110,10000001000000011110101100111110111111110
10000001000000011110101100111110111111110,11000001000000011110111100011110111111110
11000001000000011110111100011110111111110,01000000000000011100010110011110111111111
01000000000000011100010110011110111111111,01010010000000011101000110111111111111110
01010010000000011101000110111111111111110,11000001000000011111000111111100111111110
11000001000000011111000111111100111111110,10000001000000011100000110111110111111110
10000001000000011100000110111110111111110,11000001000000011110101100111110111111110
11000001000000011110101100111110111111110,11000001000000011110110110011110111111110
11000001000000011110110110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
00101001101000001100011000100010111001000,11000001010111001110110100101100011110111
11000001010111001110110100101100011110111,10010000100000111110100010011111111111101
10010000100000111110100010011111111111101,01011100000010011100000110011101111111110
01011100000010011100000110011101111111110,00000000010100011101000110111100111111110
00000000010100011101000110111100111111110,10000001101001111111001100111110111111110
10000001101001111111001100111110111111110,11001001000000011110011100111110111111111
11001001000000011110011100111110111111111,11010000000000011110110110111111111111111
11010000000000011110110110111111111111111,11010010000000011110100110011101111111110
11010010000000011110100110011101111111110,00000000000000011100000111011100111111110
00000000000000011100000111011100111111110,00000000000000011101001100111110111111110
00000000000000011101001100111110111111110,11000001000000011111011100111110111111110
11000001000000011111011100111110111111110,11000001000000011110010110111110111111111
11000001000000011110010110111110111111111,11010000000000011110100110111111111111110
11010000000000011110100110111111111111110,11000001000000011110100110011100111111110
11000001000000011110100110011100111111110,00000000000000011100000110011110111111110
00000000000000011100000110011110111111110,01000000000000011101001100111110111111110
01000000000000011101001100111110111111110,11000001000000011111010110111110111111110
11000001000000011111010110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
10001001010100111100100000110011111101100,11001001101011101110100100011100011110111
11001001101011101110100100011100011110111,00011000000000011100000010011111111111101
00011000000000011100000010011111111111101,01010100000010011101000110111101111111110
01010100000010011101000110111101111111110,10000000010100011111000110111100111111110
10000000010100011111000110111100111111110,10000001100000111110001100111110111111110
10000001100000111110001100111110111111110,11001001000000011110111100111110111111111
11001001000000011110111100111110111111111,11010000000000011110110110011111111111111
11010000000000011110110110011111111111111,01010010000000011100000110011101111111110
01010010000000011100000110011101111111110,00000000000000011101000111111100111111110
00000000000000011101000111111100111111110,10000001000000011101001100111110111111110
10000001000000011101001100111110111111110,11000001000000011110011100111110111111110
11000001000000011110011100111110111111110,11000001000000011110110110111110111111111
11000001000000011110110110111110111111111,11010000000000011110100110011111111111110
11010000000000011110100110011111111111110,01000000000000011100000110011100111111110
01000000000000011100000110011100111111110,00000000000000011101000110111110111111110
00000000000000011101000110111110111111110,11000001000000011111001100111110111111110
11000001000000011111001100111110111111110,11000001000000011110010110111110111111110
11000001000000011110010110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
10110011101111111000100111110011010000011,11111100110101001100101010000001011100000
11111100110101001100101010000001011100000,00000000111100101100010010001100011110100
00000000111100101100010010001100011110100,00001000111011111100000000111110111111100
00001000111011111100000000111110111111100,11001001011111111101100100111110111111111
11001001011111111101100100111110111111111,11011000111100111100000110011111111111111
11011000111100111100000110011111111111111,01011000111000111100000110111101111111110
01011000111000111100000110111101111111110,10001001011000111101100110111100111111110
10001001011000111101100110111100111111110,10001001011001111100001100011110111111110
10001001011001111100001100011110111111110,01001000011001111100011100111110111111111
01001000011001111100011100111110111111111,11011010011000111101110110111111111111111
11011010011000111101110110111111111111111,11011010011000111100000111011101111111110
11011010011000111100000111011101111111110,00001000011000111100000111111100111111110
00001000011000111100000111111100111111110,10001001011001111101101100111110111111110
10001001011001111101101100111110111111110,11001001011001111100011100011110111111111
11001001011001111100011100011110111111111,01011000011000111100010110111111111111111
01011000011000111100010110111111111111111,11011010011000111101100110111101111111110
11011010011000111101100110111101111111110,10001001011000111100000111011100111111110
10001001011000111100000111011100111111110,00001000011001111100001100111110111111110
00001000011001111100001100111110111111110,11001001011001111101111100111110111111111
11001001011001111101111100111110111111111,11011000011000111100010110011111111111111
11011000011000111100010110011111111111111,01011010011000111100000110111101111111110
01011010011000111100000110111101111111110,10001001011000111101100111111100111111110
10001001011000111101100111111100111111110,10001001011001111100001100011110111111110
10101100101100001111101001101110010010010,11000000100000011100010000001110111101000
11000000100000011100010000001110111101000,01000000000010001100000110101110011110111
01000000000010001100000110101110011110111,11010010010100011111100010111111111111100
11010010010100011111100010111111111111100,11000001100010111110000111011100111111110
11000001100010111110000111011100111111110,00001000000000011100000110111110111111110
00001000000000011100000110111110111111110,11000001000000011111101100111110111111110
11000001000000011111101100111110111111110,11000001000000011110010110011110111111110
11000001000000011110010110011110111111110,01000000000000011100000110111110111111110
01000000000000011100000110111110111111110,11000001000000011111100110111110111111110
11000001000000011111100110111110111111110,11000001000000011110000110011110111111110
11000001000000011110000110011110111111110,01000000000000011100000110111110111111110
01001111110010111011000110010001010001001,00011000000010101101000010100001011100010
00011000000010101101000010100001011100010,10001001010100001110000000101100011110100
10001001010100001110000000101100011110100,10000001100000111110100000111110111111100
10000001100000111110100000111110111111100,11001001000010011110100100011110111111111
11001001000010011110100100011110111111111,01010000000000011100000110011111111111110
01010000000000011100000110011111111111110,01000000000000011101000110111100111111110
01000000000000011101000110111100111111110,10000001000000011111000110111110111111110
10000001000000011111000110111110111111110,11000001000000011110001100111110111111110
11000001000000011110001100111110111111110,11000001000000011110110110111110111111110
11000001000000011110110110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11010111000000111011100010001010010001000,01001000000010001100000010000000011100010
01001000000010001100000010000000011100010,00000000010100001101000010101100011110100
00000000010100001101000010101100011110100,10000001101001111110000000111110111111100
10000001101001111110000000111110111111100,11001001000010011110100100111110111111111
11001001000010011110100100111110111111111,11010000000000011110100110011111111111110
11010000000000011110100110011111111111110,01000000000000011100000110011100111111110
01000000000000011100000110011100111111110,00000000000000011101000110111110111111110
00000000000000011101000110111110111111110,11000001000000011111001100111110111111110
11000001000000011111001100111110111111110,11000001000000011110010110111110111111110
11000001000000011110010110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
00100011000100101110011000001001011000000,00001000100000001100010000101100011110001
00001000100000001100010000101100011110001,10010110000001011110100010101111111111101
10010110000001011110100010101111111111101,11010100000010011110100111011101111111110
11010100000010011110100111011101111111110,00000000000000011100000110011100111111110
00000000000000011100000110011100111111110,00000000000000011101001100111110111111110
00000000000000011101001100111110111111110,11000001000000011111011100111110111111110
11000001000000011111011100111110111111110,11000001000000011110010110111110111111111
11000001000000011110010110111110111111111,11010000000000011110100110111111111111110
11010000000000011110100110111111111111110,11000001000000011110100110011100111111110
11000001000000011110100110011100111111110,00000000000000011100000110011110111111110
00000000000000011100000110011110111111110,01000000000000011101001100111110111111110
01000000000000011101001100111110111111110,11000001000000011111010110111110111111110
11000001000000011111010110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11100011011011111010011011000100010111000,00001000000010111100010010100000111101110
00001000000010111100010010100000111101110,10001001010100001110100100111100011110110
10001001010100001110100100111100011110110,10000001100000111110101000011110111111100
10000001100000111110101000011110111111100,01001000000010011100010100011110111111111
01001000000010011100010100011110111111111,01010010010100011101000110111111111111111
01010010010100011101000110111111111111111,11010000101000111111000111111101111111110
11010000101000111111000111111101111111110,10001001000000011100000110111100111111110
10001001000000011100000110111100111111110,10000001000000011110101100111110111111110
10000001000000011110101100111110111111110,11000001000000011110111100011110111111110
11000001000000011110111100011110111111110,01000000000000011100010110011110111111111
01000000000000011100010110011110111111111,01010010000000011101000110111111111111110
01010010000000011101000110111111111111110,11000001000000011111000111111100111111110
11000001000000011111000111111100111111110,10000001000000011100000110111110111111110
10000001000000011100000110111110111111110,11000001000000011110101100111110111111110
11000001000000011110101100111110111111110,11000001000000011110110110011110111111110
11000001000000011110110110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
11101101101100011100100011110011110000110,11000000110100001100100110011100011100100
11000000110100001100100110011100011100100,00000000101000101100000010011110011110100
00000000101000101100000010011110011110100,01001000010011011101000000111110111111100
01001000010011011101000000111110111111100,11000001011110111111000110111110111111110
11000001011110111111000110111110111111110,11001001100000111100000110111110111111110
11001001100000111100000110111110111111110,11001001000000011110100110111110111111110
11001001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
10101011000110001011011110100011011011010,11000001100000011110011000100000111111010
11000001100000011110011000100000111111010,10000001000000011110110110101100111111111
10000001000000011110110110101100111111111,10010100000000011110101110011111111111110
10010100000000011110101110011111111111110,01000000000000011100011100011100111111110
01000000000000011100011100011100111111110,00000000000000011101010110111110111111111
00000000000000011101010110111110111111111,11010110000000011111001110111111111111110
11010110000000011111001110111111111111110,11000000000000011110010111111100111111110
11000000000000011110010111111100111111110,10000001000000011100100110111110111111110
10000001000000011100100110111110111111110,11000001000000011110101100011110111111110
11000001000000011110101100011110111111110,01000000000000011100010110011110111111110
01000000000000011100010110011110111111110,01000000000000011101000110111110111111110
01000000000000011101000110111110111111110,11000001000000011111000110111110111111110
11000001000000011111000110111110111111110,11000001000000011110000110111110111111110
11000001000000011110000110111110111111110,11000001000000011110100110111110111111110
11000001000000011110100110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
01000000000000011100000110011110111111110,01000000000000011101000110111110111111110
00000001000011101100011101110001110001001,10011100010100001101111110101101011100111
10011100010100001101111110101101011100111,10010110101001101110011010011101011110100
10010110101001101110011010011101011110100,00001000000010011100010001111100111111100
00001000000010011100010001111100111111100,10000001010110011101100100111110111111111
10000001010110011101100100111110111111111,11010100111101111110001110011111111111110
11010100111101111110001110011111111111110,01001000100000111100010110111100111111110
01001000100000111100010110111100111111110,10001001000000011111100110111110111111110
10001001000000011111100110111110111111110,11000001000000011110001100011110111111110
11000001000000011110001100011110111111110,01000000000000011100010110111110111111110
01000000000000011100010110111110111111110,11000001000000011111100110111110111111110
11000001000000011111100110111110111111110,11000001000000011110000110011110111111110
11000001000000011110000110011110111111110,01000000000000011100000110111110111111110
01000000000000011100000110111110111111110,11000001000000011111100110111110111111110
00111011001111001000110111110111111101011,11110100110100001101101110000001011110110
11110100110100001101101110000001011110110,00000000111100111100010010011100111111100
00000000111100111100010010011100111111100,00001000111011111101000100111110111111110
00001000111011111101000100111110111111110,11001001011101111101001100111110111111111
11001001011101111101001100111110111111111,11011000111000111100010110111111111111111
11011000111000111100010110111111111111111,11011010011000111100100110111101111111110
11011010011000111100100110111101111111110,10001001011000111100100111011100111111110
10001001011000111100100111011100111111110,00001000011001111100001100011110111111110
00001000011001111100001100011110111111110,01001000011001111101011100111110111111111
01001000011001111101011100111110111111111,11011010011000111101010110111111111111111
11011010011000111101010110111111111111111,11011010011000111100000111111101111111110
11011010011000111100000111111101111111110,10001001011000111100100111111100111111110
10001001011000111100100111111100111111110,10001001011001111100101100011110111111110
10001001011001111100101100011110111111110,01001000011001111100011100011110111111111
01001000011001111100011100011110111111111,01011010011000111101010110111111111111111
01011010011000111101010110111111111111111,11011010011000111101000111111101111111110
11011010011000111101000111111101111111110,10001001011000111100000111111100111111110
10001001011000111100000111111100111111110,10001001011001111100101100111110111111110
10001001011001111100101100111110111111110,11001001011001111100111100011110111111111
11001001011001111100111100011110111111111,01011000011000111100010110011111111111111
01011000011000111100010110011111111111111,01011010011000111101000110111101111111110
01011010011000111101000110111101111111110,10001001011000111101000111111100111111110
10001001011000111101000111111100111111110,10001001011001111100001100111110111111110
10001001011001111100001100111110111111110,11001001011001111100111100111110111111111
11001001011001111100111100111110111111111,11011000011000111100110110011111111111111
11011000011000111100110110011111111111111,01011010011000111100000110011101111111110
01011010011000111100000110011101111111110,00001000011000111101000111111100111111110
00001000011000111101000111111100111111110,10001001011001111101001100111110111111110
10001001011001111101001100111110111111110,11001001011001111100011100111110111111111
11001001011001111100011100111110111111111,11011000011000111100110110111111111111111
11011000011000111100110110111111111111111,11011010011000111100100110011101111111110
11011010011000111100100110011101111111110,00001000011000111100000111011100111111110
00001000011000111100000111011100111111110,00001000011001111101001100111110111111110
00001000011001111101001100111110111111110,11001001011001111101011100111110111111111
11001001011001111101011100111110111111111,11011000011000111100010110111111111111111
11011000011000111100010110111111111111111,11011010011000111100100110111101111111110
11110011000101001000001001010111110100111,01110000110100001100010110110001011100100
01110000110100001100010110110001011100100,10000001111100101111100010111100011110100
10000001111100101111100010111100011110100,10001001100010111100000000011110111111100
10001001100010111100000000011110111111100,01001000010111011100000100111110111111111
01001000010111011100000100111110111111111,11010010111100111111100110111111111111110
11010010111100111111100110111111111111110,11001001100000111100000111011100111111110
11001001100000111100000111011100111111110,00001000000000011100000110111110111111110
00001000000000011100000110111110111111110,11000001000000011111101100111110111111110
11000001000000011111101100111110111111110,11000001000000011110010110011110111111110
11000001000000011110010110011110111111110,01000000000000011100000110111110111111110
01000000000000011100000110111110111111110,11000001000000011111100110111110111111110
11000001000000011111100110111110111111110,11000001000000011110000110011110111111110
11000001000000011110000110011110111111110,01000000000000011100000110111110111111110
10100111101100111100000100001001010100000,00001000110111001100001000101100011100101
00001000110111001100001000101100011100101,10010110111101101110110010111111011110100
10010110111101101110110010111111011110100,11001000100010111100100001011100111111100
11001000100010111100100001011100111111100,00001000010110011100000110011110111111111
00001000010110011100000110011110111111111,01010110111101111101001110111111111111110
01010110111101111101001110111111111111110,11001000111000111101010111111100111111110
11001000111000111101010111111100111111110,10001001011000111100000110111110111111110
10001001011000111100000110111110111111110,11001001011001111100101100111110111111110
11001001011001111100101100111110111111110,11001001011000111100110110011110111111111
11001001011000111100110110011110111111111,01011000011000111100000110011111111111110
01011000011000111100000110011111111111110,01001000011000111101000110111100111111110
01001000011000111101000110111100111111110,10001001011000111101000110111110111111110
10001001011000111101000110111110111111110,11001001011001111100001100111110111111110
11001001011001111100001100111110111111110,11001001011000111100110110111110111111111
11001001011000111100110110111110111111111,11011000011000111100100110011111111111110
11011000011000111100100110011111111111110,01001000011000111100000110011100111111110
01001000011000111100000110011100111111110,00001000011000111101000110111110111111110
00001000011000111101000110111110111111110,11001001011001111101001100111110111111110
11001001011001111101001100111110111111110,11001001011000111100010110111110111111111
11001001011000111100010110111110111111111,11011000011000111100100110111111111111110
11011000011000111100100110111111111111110,11001001011000111100100110011100111111110
11001001011000111100100110011100111111110,00001000011000111100000110011110111111110
00001000011000111100000110011110111111110,01001000011001111101001100111110111111110
01001000011001111101001100111110111111110,11001001011000111101010110111110111111111
11001001011000111101010110111110111111111,11011000011000111100000110111111111111110
11011000011000111100000110111111111111110,11001001011000111100100110111100111111110
11001001011000111100100110111100111111110,10001001011000111100100110011110111111110
10001001011000111100100110011110111111110,01001000011001111100001100011110111111110
01001000011001111100001100011110111111110,01001000011000111101010110111110111111111
01001000011000111101010110111110111111111,11011010011000111101000110111111111111110
11011010011000111101000110111111111111110,11001001011000111100000111111100111111110
11001001011000111100000111111100111111110,10001001011000111100100110111110111111110
10001001011000111100100110111110111111110,11001001011001111100101100011110111111110
11001001011001111100101100011110111111110,01001000011000111100010110011110111111111
01001000011000111100010110011110111111111,01011010011000111101000110111111111111110
01011010011000111101000110111111111111110,11001001011000111101000111111100111111110
11001001011000111101000111111100111111110,10001001011000111100000110111110111111110
01010001000000001001101100000110011010101,01010000000000011101010010010001111111000
01010000000000011101010010010001111111000,00000000000010011101000110101100111111110
00000000000010011101000110101100111111110,10000001010100011110001100111110111111110
10000001010100011110001100111110111111110,11000001100000111110111100111110111111110
11000001100000111110111100111110111111110,11001001000000011110110110011110111111111
11001001000000011110110110011110111111111,01010000000000011100000110011111111111110
01010000000000011100000110011111111111110,01000000000000011101000110111100111111110
01000000000000011101000110111100111111110,10000001000000011111000110111110111111110
10000001000000011111000110111110111111110,11000001000000011110001100111110111111110
11000001000000011110001100111110111111110,11000001000000011110110110111110111111110
11000001000000011110110110111110111111110,11000001000000011110100110011110111111110
11000001000000011110100110011110111111110,01000000000000011100000110011110111111110
