from_state,to_state
1001010,1001001
1001001,1000000
1000000,1000000
1001100,0010010
0010010,1001101
1001101,0010010
0100111,0100010
0100010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1001011,1000101
1000101,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0100001,1000010
1000010,1001001
1001001,1000000
1000000,1000000
1101010,1001000
1001000,1000000
1000000,1000000
1110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0000101,0110000
0110000,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1010100,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1111100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0111100,0010000
0010000,1000100
1000100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1000111,0100011
0100011,1000010
1000010,1001001
1001001,1000000
1000000,1000000
0000110,0101001
0101001,1010000
1010000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1010010,1101101
1101101,1010010
0010111,0100101
0100101,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0100110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0111001,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0010011,1000101
1000101,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1000000,1000000
0100011,1000010
1000010,1001001
1001001,1000000
1000000,1000000
1001001,1000000
1000000,1000000
0000001,1000000
1000000,1000000
0001001,1010000
1010000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1111101,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1010111,0100111
0100111,0100010
0100010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0011011,1010101
1010101,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1111111,0100110
0100110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0011111,0010101
0010101,0110100
0110100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0001010,1011001
1011001,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0001100,0010000
0010000,1000100
1000100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1001110,0001011
0001011,1010101
1010101,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0110100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0101100,1010000
1010000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0111110,0011000
0011000,1010100
1010100,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1110101,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1001101,0010010
0010010,1001101
1111001,1101000
1101000,1000000
1000000,1000000
0011101,0010100
0010100,0110100
0110100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1011101,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1110011,1101010
1101010,1001000
1001000,1000000
1000000,1000000
0001110,0011001
0011001,1010100
1010100,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1101001,1000000
1000000,1000000
1110100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1011001,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0011100,0010100
0010100,0110100
0110100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0010110,0101101
0101101,1010000
1010000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0001011,1010101
1010101,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0101110,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1011100,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0011001,1010100
1010100,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1101000,1000000
1000000,1000000
0111011,1011100
1011100,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0001111,0010101
0010101,0110100
0110100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1001000,1000000
1000000,1000000
0100000,1000010
1000010,1001001
1001001,1000000
1000000,1000000
1000011,1000001
1000001,1000000
1000000,1000000
0010001,1000100
1000100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0001000,1010000
1010000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0010010,1001101
1001101,0010010
0101001,1010000
1010000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0000100,0110000
0110000,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0101101,1010000
1010000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
1001111,0000111
0000111,0100001
0100001,1000010
1000010,1001001
1001001,1000000
1000000,1000000
0011110,0011101
0011101,0010100
0010100,0110100
0110100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0111010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
0101011,1010100
1010100,0110110
0110110,0101010
0101010,1011000
1011000,1100100
1100100,0110010
0110010,1001010
1001010,1001001
1001001,1000000
1000000,1000000
